Places_ID_2019,City,City_Alt,ACS Bike-to-Work Mode Share,Land Area, Population ,ACS Target,ACS Normalized Score,ACS Ridership Points,SMS Recreation Riding,SMS Points,Community Survey Ridership Score,Total ridership score,Average Fatalities All Mode,All Mode Fatality Rate,All Mode Fatality Points,Average Fatalities Bike,Bike Fatality Rate,Bike Fatality Points,All Mode Injuries,All Mode Injury Rate,All Mode Injury Points,Bike Injuries,Bike Injury Rate,Bike Injury Points,All mode safety points,Bike Safety Points,Community Survey Safety Score,Total Safety Points,City Snapshot Points,Community Survey Acceleration Score,Total Acceleration Points,BNA,BNA Points,Community Survey Network Score,Total Nework Points,Percent Communities of Concern,Number Underserved Communities,Average BNA,BNA Underserved Communities,BNA Gap,BNA Tier,BNA Target,Distance,BNA Points,ACS Bike-to-Work Mode Share Men,ACS Bike-to-Work Mode Share Women,ACS Gap,ACS Tier,ACS_Target,Distance,ACS Points,Total Reach Points,Bonus,Total Ponts
246,"NAPA, CALIFORNIA","NAPA, CA",1.00%,17.8,"79,722",26.30%,3.5,0.2,14.40%,2.4,,1,1.8,0.2,4,0,0,5,,,,,,,2,2.5,,1.8,,,,29.9,2,,1.6,6.1,4,30,28.1,1.8,1,-25,26.8,2.2,0.02,0,0.01,2,-0.05,0.06,1,1.9,0,1.6
4525,"ROSWELL, NEW MEXICO","ROSWELL, NM",0.40%,29.9,"48,163",20.80%,2,0.1,12.50%,2.1,,0.9,2.4,0.5,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,5.5,1,,0.8,18.2,8,5.9,6.7,-0.8,3,-15,14.2,2.4,0.01,0,0.01,1,-0.02,0.03,0.5,1.9,0,1.3
431,"GRAND RAPIDS, MICHIGAN","GRAND RAPIDS, MI",1.20%,44.4,"195,355",12.60%,7.4,0.4,17.00%,2.8,2.7,1.8,11,0.6,3,0.8,8,4,,,,,,,1.5,2,2.6,1.9,,3,0.6,19.7,1,3.1,1.4,23.5,47,20.5,18.1,2.4,2,-20,22.4,1.5,0.01,0.01,0.01,3,-0.6,0.61,3.1,1.9,0,1.5
4333,"PATERSON, NEW JERSEY","PATERSON, NJ",0.00%,8.4,"147,890",26.30%,0,0,9.80%,1.6,,0.7,6,0.4,4,0.4,,,,,,,,,2,,,0.8,,,,12.3,1,,0.8,17.9,22,13.6,15.2,-1.6,3,-15,13.4,2.5,0,0,0,,,,,1.9,0,1
527,"STAMFORD, CONNECTICUT","STAMFORD, CT",0.50%,37.6,"128,851",17.20%,3,0.2,14.60%,2.4,2,1.4,6.6,0.5,3,0.4,13.8,3,,,,,,,1.5,1.5,2.1,1.6,,1.9,0.4,11.6,1,1.8,1.2,8,7,10.6,9.6,1,3,-15,16,2,0.01,0,0.01,2,-0.05,0.06,1.4,1.9,0,1.3
1376,"WORCESTER, MASSACHUSETTS","WORCESTER, MA",0.40%,37.4,"184,743",17.20%,2.4,0.1,13.60%,2.3,2.2,1.4,9,0.5,3,0,0,5,,,,,,,1.5,2.5,2.1,2,,1.9,0.4,13.2,1,2,1.2,22.1,33,14.3,13.6,0.8,3,-15,15.8,2.1,0.01,0,0,1,-0.02,0.02,1.3,1.9,0,1.4
439,"DAYTON, OHIO","DAYTON, OH",0.50%,55.7,"140,939",12.60%,3.8,0.2,16.30%,2.7,2.5,1.7,20.2,1.4,2,1.2,50,2,,,,,,,1,1,3.1,1.4,,3.2,0.6,18.4,1,3.3,1.5,26.1,64,22.5,24.7,-2.2,2,-20,17.8,2.2,0.01,0,0.01,1,-0.02,0.03,0.9,1.9,0,1.4
171,"INDIANAPOLIS, INDIANA","INDIANAPOLIS, IN",0.50%,361.4,"853,431",5.70%,8.8,0.4,17.80%,3,2.9,1.9,89,1,2,3,15.8,3,,,,,,,1,1.5,2.4,1.5,3.3,3.3,3.3,6.9,1,3.1,1.4,19.1,133,5.8,4.2,1.5,3,-15,16.5,1.9,0.01,0,0,2,-0.05,0.05,1.7,1.9,0.5,2.5
147,"GREENVILLE, SOUTH CAROLINA","GREENVILLE, SC",0.80%,28.7,"64,061",20.80%,3.7,0.2,13.90%,2.3,2.4,1.5,10,1.6,2,0.2,8.3,4,,,,,,,1,2,2.7,1.7,,2.9,0.6,43.3,3,3.1,3,12.6,13,33,30.6,2.4,1,-25,27.4,2.1,0.01,0,0.01,2,-0.05,0.06,1,1.9,0,1.7
178,"JERSEY CITY, NEW JERSEY","JERSEY CITY, NJ",1.00%,14.8,"265,932",26.30%,3.4,0.2,22.60%,3.8,2.6,2.1,8.6,0.3,4,0.8,14.4,3,,,,,,,2,1.5,2,1.8,,2.3,0.5,19.3,1,1.9,1.2,17,31,17.8,17.1,0.7,3,-15,15.7,2.1,0.01,0,0.01,2,-0.05,0.06,1.1,1.8,0,1.5
69,"CHARLOTTE, NORTH CAROLINA","CHARLOTTE, NC",0.30%,297.7,"826,060",5.70%,4.5,0.2,15.80%,2.6,2.7,1.7,78.4,0.9,2,1.4,14.6,3,,,,,,,1,1.5,2,1.4,,3,0.6,11.8,1,2.9,1.4,19.5,101,9,7.7,1.3,3,-15,16.3,2,0,0,0,1,-0.02,0.02,1.5,1.8,0,1.4
275,"ORLANDO, FLORIDA","ORLANDO, FL",0.70%,102.4,"269,414",7.80%,6.6,0.3,13.80%,2.3,2.6,1.6,33,1.2,2,1.4,16.1,3,182.5,6.8,0,8,92,1,1,2,2.1,1.6,2.8,2.6,2.7,11.4,1,2.5,1.3,20.7,45,7.2,5.7,1.5,3,-15,16.5,1.9,0.01,0,0,2,-0.05,0.05,1.6,1.8,0.5,2.3
87,"COLUMBIA, MARYLAND","COLUMBIA, MD",0.20%,31.9,"103,170",17.20%,1.1,0.1,16.30%,2.7,2.1,1.5,0,0,5,0,0,5,,,,,,,2.5,2.5,2.7,2.5,,2.7,0.5,15.9,1,2.6,1.3,2.6,2,12.9,13.7,-0.8,,,,,0,0,0,1,-0.02,0.02,1.8,1.8,0,1.6
908,"IDAHO FALLS, IDAHO","IDAHO FALLS, ID",0.90%,22.3,"59,414",20.80%,3.7,0.2,14.00%,2.3,,1,4.4,0.7,3,0.4,18.3,3,,,,,,,1.5,1.5,,1.2,,,,5.7,1,,0.8,9.3,5,5.4,4.7,0.7,3,-15,15.7,2.1,0.01,0,0.01,2,-0.05,0.06,1.1,1.8,0,1.2
419,"WINSTON-SALEM, NORTH CAROLINA","WINSTON-SALEM, NC",0.30%,132.4,"240,193",7.80%,3,0.2,13.30%,2.2,2.2,1.4,22.2,0.9,2,0,0,5,,,,,,,1,2.5,2.3,1.9,,2.7,0.5,7.1,1,2.6,1.3,18.7,39,7,5.6,1.4,3,-15,16.4,2,0,0,0,1,-0.02,0.02,1.5,1.8,0,1.4
271,"OKLAHOMA CITY, OKLAHOMA","OKLAHOMA CITY, OK",0.20%,606.4,"629,191",5.70%,3.4,0.2,14.50%,2.4,2.4,1.5,82.8,1.3,2,2.2,39.4,2,,,,,,,1,1,2.3,1.3,,3.1,0.6,19.6,1,2.8,1.4,19.6,137,21.4,21.7,-0.3,2,-20,19.7,1.9,0,0,0,1,-0.02,0.02,1.7,1.8,0,1.3
60,"CARMEL, INDIANA","CARMEL, IN",0.20%,47.5,"88,595",12.60%,1.2,0.1,20.80%,3.5,2.8,2,2.2,0.2,4,0,0,5,176,19.9,0,7.5,961.5,0,2,2.5,3.2,2.4,3.1,3.3,3.1,49.2,3,2.7,2.9,1.9,1,36.1,16.9,19.2,,,,,0,0,0,1,-0.02,0.02,1.8,1.8,0.5,3
126,"FAYETTEVILLE, ARKANSAS","FAYETTEVILLE, AR",1.30%,53.9,"81,889",12.60%,9.6,0.5,12.70%,2.1,2.5,1.5,5.6,0.7,3,0,0,5,,,,,,,1.5,2.5,3.2,2.2,5.3,3.8,5,36.4,2,3.7,2.3,10,7,30.6,21.2,9.3,1,-25,34.3,1.4,0.02,0.01,0.01,3,-0.6,0.61,3.1,1.8,0.5,3.1
301,"RACINE, WISCONSIN","RACINE, WI",0.30%,15.5,"77,740",26.30%,1.1,0.1,16.80%,2.8,2.2,1.6,4,0.5,3,0,0,5,,,,,,,1.5,2.5,2.4,2.1,,2.1,0.4,35,2,2.4,2.1,21.2,28,33.6,29.4,4.3,1,-25,29.3,1.9,0,0,0,1,-0.02,0.02,1.5,1.8,0,1.6
277,"OVERLAND PARK, KANSAS","OVERLAND PARK, KS",0.10%,74.8,"186,147",11.50%,1,0.1,19.90%,3.3,2.3,1.8,6,0.3,4,0,0,5,,,,,,,2,2.5,2.4,2.3,,2.4,0.5,30.8,2,2.3,2.1,4.5,8,31.4,19.8,11.5,,,,,0,0,0,1,-0.02,0.02,1.8,1.8,0,1.7
1284,"MANCHESTER, NEW HAMPSHIRE","MANCHESTER, NH",0.40%,33.1,"110,601",17.20%,2.3,0.1,14.70%,2.5,2,1.4,6.2,0.6,3,0.2,8.3,4,,,,,,,1.5,2,2.4,1.9,,2.2,0.4,4.9,1,2.5,1.3,15.2,15,4.8,3.4,1.5,3,-15,16.5,1.9,0.01,0,0,1,-0.02,0.02,1.5,1.8,0,1.4
38,"BOSTON, MASSACHUSETTS","BOSTON, MA",4.40%,48.3,"669,158",12.60%,28.8,1.4,21.80%,3.6,3,2.6,21.4,0.3,4,0.4,0.5,4,,,,,,,2,2,1.9,2,3.5,3.1,3.4,14.1,1,2.6,1.3,23.3,144,13.3,9.1,4.2,3,-15,19.2,1.4,0.06,0.03,0.03,3,-0.6,0.63,3,1.8,0.5,2.7
1836,"BETHEL, CONNECTICUT","BETHEL, CT",0.90%,4.1,"9,780",37.00%,2,0.1,14.10%,2.3,1.6,1.3,0.6,0.6,3,0.2,45.5,2,,,,,,,1.5,1,2.4,1.5,,1.7,0.3,14.1,1,1.8,1.2,7.7,1,12.8,16.5,-3.7,,,,,0.01,0.01,0,2,-0.05,0.05,1.8,1.8,0,1.2
684,"FISHERS, INDIANA","FISHERS, IN",0.10%,33.6,"87,557",17.20%,0.6,0,22.60%,3.8,,1.5,2.4,0.3,4,0.4,85.1,1,,,,,,,2,0.5,,1,,,,37.3,2,,1.6,4.7,2,29.5,27.2,2.3,,,,,0,0,0,1,-0.02,0.02,1.8,1.8,0,1.5
960,"SPRINGFIELD, MASSACHUSETTS","SPRINGFIELD, MA",0.40%,31.9,"154,613",17.20%,1.8,0.1,12.80%,2.1,,0.9,11.2,0.7,3,0.2,10.4,3,,,,,,,1.5,1.5,,1.2,,,,9.8,1,,0.8,29.8,39,10.4,8.9,1.5,3,-15,16.5,1.9,0,0,0,1,-0.02,0.02,1.5,1.8,0,1.2
234,"MINNEAPOLIS, MINNESOTA","MINNEAPOLIS, MN",5.50%,54,"411,452",12.60%,39.7,2,19.60%,3.3,3.3,2.8,14.8,0.4,4,1.4,1.5,4,218.5,5.3,1,22.5,23.8,3,2.5,3.5,3.1,3,3.3,3.8,3.4,26.4,2,3.6,2.3,23.4,100,23.1,20.3,2.8,2,-20,22.8,1.4,0.07,0.04,0.03,3,-0.6,0.63,3,1.8,0.5,3.2
49718,"SAN JUAN, PUERTO RICO","SAN JUAN, PR",0.80%,39.5,"341,657",17.20%,4.5,0.2,,,,0.1,31.2,0.9,2,0.6,7.4,4,,,,,,,1,2,,1.2,,,,34.9,2,,1.6,8.5,31,34.3,31.1,3.2,1,-25,28.2,2.1,0.01,0,0.01,2,-0.05,0.06,1.1,1.8,0,1.2
17,"ATLANTA, GEORGIA","ATLANTA, GA",1.20%,133.2,"465,230",7.80%,13.7,0.7,15.80%,2.6,2.8,1.9,56.4,1.2,2,0.6,2.8,4,,,,,,,1,2,2,1.6,,3.1,0.6,9,1,2.7,1.3,35.2,136,7.7,6.9,0.8,3,-15,15.8,2.1,0.02,0.01,0.01,2,-0.05,0.06,1.1,1.8,0,1.5
213,"LOWELL, MASSACHUSETTS","LOWELL, MA",0.30%,13.6,"110,964",26.30%,0.9,0,13.70%,2.3,2.2,1.4,3.4,0.3,4,0,0,5,,,,,,,2,2.5,2.2,2.2,,1.7,0.3,9.8,1,2.2,1.2,15,12,8.7,7.4,1.3,3,-15,16.3,2,0,0,0,1,-0.02,0.02,1.3,1.8,0,1.4
185,"KEARNEY, NEBRASKA","KEARNEY, NE",0.70%,12.8,"33,082",26.30%,2.1,0.1,17.30%,2.9,2.2,1.6,0.6,0.2,4,0,0,5,,,,,,,2,2.5,2.8,2.4,,2.1,0.4,22.3,2,2.5,2.1,4,1,19.9,8.1,11.9,,,,,0.01,0.01,0,2,-0.05,0.05,1.8,1.8,0,1.7
35,"BLOOMINGTON, MINNESOTA","BLOOMINGTON, MN",0.30%,34.7,"85,417",17.20%,1.6,0.1,17.30%,2.9,2.4,1.7,3.2,0.4,4,0,0,5,,,,,,,2,2.5,2.8,2.4,,2.3,0.5,29.9,2,2.7,2.1,14.8,13,27.7,24,3.7,1,-25,28.7,2,0.01,0,0,1,-0.02,0.02,1.1,1.8,0,1.7
67,"CHANDLER, ARIZONA","CHANDLER, AZ",0.90%,64.4,"245,160",11.50%,7.1,0.4,17.40%,2.9,2.3,1.8,13.6,0.6,3,1,9.9,3,,,,,,,1.5,1.5,2.6,1.7,,2.1,0.4,22.7,2,2.6,2.1,10.4,20,22.1,22.6,-0.5,2,-20,19.5,1.9,0.01,0,0.01,2,-0.05,0.06,1.3,1.8,0,1.6
309,"RICHARDSON, TEXAS","RICHARDSON, TX",0.30%,28.6,"111,055",20.80%,1.2,0.1,13.80%,2.3,2.3,1.4,6.4,0.6,3,0.4,30.8,2,,,,,,,1.5,1,2.5,1.5,,2.4,0.5,16,1,2.4,1.3,11.7,16,14,12.5,1.4,3,-15,16.4,2,0,0,0,1,-0.02,0.02,1.3,1.8,0,1.3
184,"KANSAS CITY, MISSOURI","KANSAS CITY, MO",0.30%,315,"476,974",5.70%,5,0.2,18.20%,3,2.5,1.8,66.4,1.4,2,1.6,26.2,2,,,,,,,1,1,2.2,1.2,,2.9,0.6,25.6,2,2.7,2.1,20.5,124,25.3,25.1,0.2,2,-20,20.2,1.8,0,0,0,1,-0.02,0.02,1.7,1.8,0,1.5
1537,"KENT, WASHINGTON","KENT, WA",0.40%,28.6,"126,561",20.80%,1.9,0.1,15.10%,2.5,,1,7.8,0.6,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,19.4,1,,0.8,8.2,12,20.3,22.3,-2,2,-20,18,2.2,0.01,0,0.01,1,-0.02,0.03,0.6,1.8,0,1.3
102,"DES MOINES, IOWA","DES MOINES, IA",0.40%,80.9,"214,778",10.70%,3.5,0.2,18.00%,3,2.8,1.8,14,0.7,3,0.2,5,4,,,,,,,1.5,2,3,2,,3.4,0.7,34.3,2,3.3,2.3,15.5,32,33.1,29.7,3.4,1,-25,28.4,2,0.01,0,0.01,1,-0.02,0.03,1,1.8,0,1.7
832,"NORWALK, CONNECTICUT","NORWALK, CT",0.60%,22.9,"88,537",20.80%,2.3,0.1,14.90%,2.5,,1,4.8,0.5,3,0,0,5,24,2.7,3,0.5,22.8,3,3,4,,2.8,1.2,,1,6,1,,0.8,9,7,4.8,3.2,1.6,3,-15,16.6,1.9,0.01,0,0.01,2,-0.05,0.06,1.3,1.8,0,1.5
532,"URBANA, ILLINOIS","URBANA, IL",8.90%,11.7,"42,141",26.30%,26.4,1.3,16.70%,2.8,2.7,2.2,2,0.5,3,0,0,5,,,,,,,1.5,2.5,3.1,2.2,,2.8,0.6,33.1,2,2.8,2.2,16.7,8,31.5,21.2,10.2,1,-25,35.2,1.3,0.1,0.08,0.02,3,-0.6,0.62,3.1,1.8,0,1.8
4,"ALMA, MICHIGAN","ALMA, MI",0.60%,5.9,"9,108",37.00%,1.5,0.1,12.80%,2.1,,0.9,0.8,0.9,2,0.2,111.1,1,,,,,,,1,0.5,,0.6,,,,78.7,4,,3.2,0,0,61.7,,,,,,,0.01,0.01,0,2,-0.05,0.05,1.8,1.8,0,1.6
327,"SALEM, OREGON","SALEM, OR",1.20%,47.9,"163,654",12.60%,7.9,0.4,15.20%,2.5,2.5,1.7,10,0.6,3,0,0,5,,,,,,,1.5,2.5,2.5,2.1,,2.6,0.5,17.3,1,2.7,1.3,16.3,25,19,14.1,4.9,3,-15,19.9,1.3,0.02,0,0.01,3,-0.6,0.61,3.1,1.7,0,1.5
107,"DUBLIN, OHIO","DUBLIN, OH",0.20%,24.4,"44,442",20.80%,0.9,0,15.00%,2.5,2.1,1.4,2.4,0.5,3,0,0,5,,,,,,,1.5,2.5,3.4,2.3,,2.5,0.5,46.1,3,2.5,2.9,9.8,4,38.8,33.5,5.3,1,-25,30.3,1.8,0,0,0,1,-0.02,0.02,1.5,1.7,0,1.8
223,"MELBOURNE, FLORIDA","MELBOURNE, FL",1.20%,33.9,"79,640",17.20%,6.2,0.3,14.50%,2.4,2.2,1.5,11.8,1.5,2,2,51.8,1,,,,,,,1,0.5,2,1,,1.6,0.3,11.2,1,1.9,1.2,12,10,8.6,7.4,1.2,3,-15,16.2,2,0.02,0.01,0.01,2,-0.05,0.06,1,1.7,0,1.2
208,"LONG BEACH, CALIFORNIA","LONG BEACH, CA",1.20%,50.3,"470,489",12.60%,7.9,0.4,17.40%,2.9,2.6,1.8,28.4,0.6,3,0.6,2.7,4,125.5,2.7,3,11,50,2,3,3,2.6,2.9,2.9,3.1,2.9,25.5,2,2.5,2.1,21.9,89,25.9,26.1,-0.2,2,-20,19.8,1.9,0.02,0.01,0.01,2,-0.05,0.06,1.3,1.7,0.5,2.8
834,"OWENSBORO, KENTUCKY","OWENSBORO, KY",0.60%,19.1,"58,791",26.30%,2.4,0.1,13.70%,2.3,,1,4,0.7,3,0.4,26.1,2,,,,,,,1.5,1,,1,,,,9.8,1,,0.8,14,7,8.4,6.8,1.6,3,-15,16.6,1.9,0.01,0,0.01,2,-0.05,0.06,1.2,1.7,0,1.1
250,"NASHVILLE, TENNESSEE","NASHVILLE, TN",0.20%,475.1,"654,187",5.70%,4.1,0.2,14.50%,2.4,2.4,1.5,63,1,2,0.4,5.6,4,,,,,,,1,2,2.1,1.6,1.8,3,2,8.6,1,2.6,1.3,20.1,107,7.9,5.8,2.1,3,-15,17.1,1.8,0,0,0,1,-0.02,0.02,1.5,1.7,0.5,2.1
417,"WINFIELD, ILLINOIS","WINFIELD, IL",0.30%,3,"9,641",45.10%,0.7,0,19.30%,3.2,,1.3,0,0,5,0,0,5,,,,,,,2.5,2.5,,2,,,,19.7,1,,0.8,16.7,3,17,16.1,1,3,-15,16,2,0.01,0,0.01,1,-0.02,0.03,0.8,1.7,0,1.5
146,"GREENSBORO, NORTH CAROLINA","GREENSBORO, NC",0.20%,126.5,"284,816",7.80%,2.4,0.1,14.20%,2.4,2.2,1.4,28.2,1,2,0.4,15.2,3,,,,,,,1,1.5,2.2,1.4,,2.4,0.5,6.8,1,2.9,1.4,16.2,36,6.7,4.5,2.2,3,-15,17.2,1.8,0,0,0,1,-0.02,0.02,1.5,1.7,0,1.3
64,"CASPER, WYOMING","CASPER, WY",0.50%,26.9,"59,171",20.80%,2.4,0.1,15.20%,2.5,,1.1,5.8,1,2,0.2,12.8,3,,,,,,,1,1.5,,1,,,,40.8,3,,2.4,2,1,32,32.1,-0.1,,,,,0.01,0,0,2,-0.05,0.05,1.7,1.7,0,1.5
329,"SALT LAKE CITY, UTAH","SALT LAKE CITY, UT",3.10%,111.1,"194,188",7.80%,31.3,1.6,20.50%,3.4,3.1,2.6,17,0.9,2,0.6,2.2,4,,,,,,,1,2,2.6,1.7,,3.2,0.6,51,3,3.4,3.1,17.4,32,44.8,34,10.7,1,-25,35.7,1.3,0.04,0.02,0.01,3,-0.6,0.61,3.1,1.7,0,2
407,"WEST CHESTER, PENNSYLVANIA","WEST CHESTER, PA",0.80%,1.8,"19,698",51.00%,1.6,0.1,14.20%,2.4,2,1.4,0.2,0.1,4,0,0,5,,,,,,,2,2.5,2.3,2.3,,1.9,0.4,55.7,3,2.1,2.8,12.5,2,59.7,63.8,-4,,,,,0.01,0.01,0,2,-0.05,0.05,1.7,1.7,0,1.7
931,"NEWPORT NEWS, VIRGINIA","NEWPORT NEWS, VA",0.30%,68.7,"180,775",11.50%,2.8,0.1,14.90%,2.5,2,1.4,13.6,0.8,3,0,0,5,,,,,,,1.5,2.5,2.2,2,,1.5,0.3,21,2,2,2,20.1,28,22.4,21.2,1.1,2,-20,21.1,1.7,0,0,0,1,-0.02,0.02,1.8,1.7,0,1.5
553,"COLUMBUS, INDIANA","COLUMBUS, IN",0.60%,27.5,"46,926",20.80%,2.8,0.1,16.10%,2.7,2.5,1.6,12.2,2.6,1,0,0,5,,,,,,,0.5,2.5,3.2,1.8,1.9,3.4,2.2,30.6,2,2.9,2.2,7.3,3,26.1,25.9,0.2,2,-20,20.2,1.8,0.01,0,0.01,2,-0.05,0.06,1.3,1.7,0.5,2.4
595,"RIDGELAND, MISSISSIPPI","RIDGELAND, MS",0.20%,19.6,"24,312",26.30%,0.8,0,15.10%,2.5,1.8,1.4,1.4,0.6,3,0,0,5,,,,,,,1.5,2.5,3.1,2.2,,2.8,0.6,28.5,2,2.5,2.1,14.3,6,21.1,21.3,-0.1,2,-20,19.9,1.9,0,0,0,1,-0.02,0.02,1.2,1.7,0,1.6
376,"TALLAHASSEE, FLORIDA","TALLAHASSEE, FL",1.00%,100.2,"188,463",7.80%,9.7,0.5,13.90%,2.3,2.4,1.6,14,0.7,3,0.4,4.6,4,,,,,,,1.5,2,2.2,1.8,,2.7,0.5,14,1,3.1,1.4,15.5,23,11.7,9.8,2,3,-15,17,1.9,0.02,0.01,0.01,2,-0.05,0.06,1.2,1.7,0,1.4
318,"ROCKVILLE, MARYLAND","ROCKVILLE, MD",0.80%,13.5,"66,420",26.30%,2.4,0.1,15.10%,2.5,2.3,1.5,0.2,0,4,0,0,5,,,,,,,2,2.5,2.5,2.3,,2.6,0.5,16,1,2.7,1.3,11.8,8,15.1,13.1,2,3,-15,17,1.8,0.01,0,0.01,2,-0.05,0.06,1.3,1.7,0,1.5
409,"WEST HARTFORD, CONNECTICUT","WEST HARTFORD, CT",0.20%,21.8,"63,360",20.80%,0.6,0,15.80%,2.6,2.5,1.6,2.4,0.4,4,0,0,5,,,,,,,2,2.5,2.2,2.2,,2.7,0.5,13.6,1,2.3,1.3,19.8,16,13.5,10.7,2.8,3,-15,17.8,1.7,0,0,0,1,-0.02,0.02,1.7,1.7,0,1.5
23,"BAKERSFIELD, CALIFORNIA","BAKERSFIELD, CA",0.50%,142.2,"372,680",7.80%,6,0.3,13.40%,2.2,2.2,1.5,37.6,1,2,2,28,2,,,,,,,1,1,2.1,1.2,,2.4,0.5,15,1,2.6,1.3,23.6,61,21.4,20.4,1.1,2,-20,21.1,1.7,0.01,0,0,2,-0.05,0.05,1.7,1.7,0,1.2
24,"BALTIMORE, MARYLAND","BALTIMORE, MD",1.20%,80.9,"619,796",10.70%,10.4,0.5,14.20%,2.4,2.5,1.7,33.2,0.5,3,0.8,3.5,4,410.5,6.6,1,14,60.7,2,2,3,1.7,2.3,3.7,2.7,3.5,22.6,2,2.5,2.1,33.5,239,20.8,20.8,0,2,-20,20,1.8,0.02,0.01,0.01,2,-0.05,0.06,1.2,1.7,0.5,2.8
80,"CINCINNATI, OHIO","CINCINNATI, OH",0.60%,77.9,"298,957",11.50%,5.2,0.3,17.20%,2.9,2.6,1.8,24.8,0.8,3,0.2,2.9,4,,,,,,,1.5,2,2.1,1.8,,2.4,0.5,21.8,2,2.6,2.1,23.6,91,24.3,23.7,0.5,2,-20,20.5,1.8,0.01,0,0.01,2,-0.05,0.06,1.4,1.7,0,1.6
467,"CHARLESTON, SOUTH CAROLINA","CHARLESTON, SC",3.30%,109,"131,204",7.80%,32.9,1.6,15.10%,2.5,2.6,2.2,23.6,1.8,1,1,4.9,4,,,,,,,0.5,2,1.9,1.4,,2,0.4,16.1,1,2.2,1.2,14.4,17,17.5,12,5.5,3,-15,20.5,1.2,0.04,0.03,0.01,3,-0.6,0.61,3.1,1.7,0,1.4
339,"SANTA FE, NEW MEXICO","SANTA FE, NM",1.10%,46,"82,980",12.60%,6.9,0.3,15.70%,2.6,2.9,1.8,7.2,0.9,3,0,0,5,,,,,,,1.5,2.5,2.4,2.1,,2.7,0.5,9.1,1,3.2,1.4,15.4,12,7.5,4.8,2.7,3,-15,17.7,1.7,0.01,0.01,0.01,2,-0.05,0.06,1.5,1.7,0,1.5
1001,"BROKEN ARROW, OKLAHOMA","BROKEN ARROW, OK",0.10%,61.6,"106,264",11.50%,0.6,0,14.80%,2.5,,1,6,0.6,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,17.2,1,,0.8,1,1,15.1,12.6,2.6,,,,,0,0,0,1,-0.02,0.02,1.7,1.7,0,1.3
31,"BETTENDORF, IOWA","BETTENDORF, IA",0.20%,21.2,"35,293",20.80%,0.7,0,18.30%,3,2.1,1.6,1,0.3,4,0,0,5,,,,,,,2,2.5,3,2.4,,2.6,0.5,42.9,3,2.7,2.9,0,0,29,,,,,,,0,0,0,1,-0.02,0.02,1.7,1.7,0,1.8
284,"PHOENIX, ARIZONA","PHOENIX, AZ",0.80%,516.7,"1,574,421",5.70%,14.2,0.7,16.40%,2.7,2.6,1.9,204,1.3,2,8.8,16.6,3,,,,,,,1,1.5,2.2,1.4,,2.5,0.5,26.2,2,2.9,2.2,17.9,201,25.3,24.5,0.8,2,-20,20.8,1.7,0.01,0,0.01,2,-0.05,0.06,1.4,1.7,0,1.5
1115,"RIO RANCHO, NEW MEXICO","RIO RANCHO, NM",0.10%,103.4,"93,317",7.80%,0.8,0,14.60%,2.4,,1,1.4,0.2,4,0,0,5,,,,,,,2,2.5,,1.8,,,,5.8,1,,0.8,4.7,3,7.7,8.9,-1.2,,,,,0,0,0,1,-0.02,0.02,1.7,1.7,0,1.3
1691,"SCRANTON, PENNSYLVANIA","SCRANTON, PA",0.30%,25.3,"76,624",20.80%,1.4,0.1,12.60%,2.1,,0.9,5,0.7,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,26.9,2,,1.6,13.8,12,23.2,23.4,-0.2,2,-20,19.8,1.9,0.01,0,0.01,1,-0.02,0.03,1,1.7,0,1.4
592,"GILBERT, ARIZONA","GILBERT, AZ",0.70%,68,"232,176",11.50%,5.5,0.3,14.90%,2.5,,1.1,9,0.4,4,0.8,11.8,3,,,,,,,2,1.5,,1.4,,,,22.9,2,,1.6,3.1,5,24.4,30,-5.7,,,,,0.01,0,0,2,-0.05,0.05,1.7,1.7,0,1.4
157,"HIGH POINT, NORTH CAROLINA","HIGH POINT, NC",0.20%,53.8,"109,849",12.60%,1.2,0.1,12.80%,2.1,1.8,1.2,,,,,,,,,,,,,2.5,2.5,1.8,2.4,,1.5,0.3,7.3,1,1.9,1.2,17.6,16,5.3,2.9,2.5,3,-15,17.5,1.8,0,0,0,1,-0.02,0.02,1.3,1.7,0,1.3
44,"BRIDGEPORT, CONNECTICUT","BRIDGEPORT, CT",0.40%,16,"147,586",26.30%,1.4,0.1,13.80%,2.3,2.1,1.4,9.4,0.6,3,0,0,5,,,,,,,1.5,2.5,2.1,2,,1.3,0.3,14.3,1,1.8,1.2,22.5,27,13.4,12.1,1.3,3,-15,16.3,2,0.01,0,0.01,1,-0.02,0.03,0.7,1.7,0,1.3
344,"SCOTTSDALE, ARIZONA","SCOTTSDALE, AZ",1.10%,183.9,"239,283",6.40%,16.2,0.8,17.80%,3,2.7,2,15,0.6,3,0.4,3.5,4,,,,,,,1.5,2,2.7,1.9,,2.4,0.5,22.2,2,3,2.2,6.6,15,18.5,16.1,2.3,3,-15,17.3,1.8,0.02,0.01,0.01,2,-0.05,0.06,1.3,1.7,0,1.7
